"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Monin Roasted Hazelnut 70cl","0,70 kg","0,70 l/Flaska","0,70 l/Flaska","Torrt","6","M89-FL","484899","Frankrike","3052910041229","Syrups"
"Domaine Bousquet Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5316JB0101","485573","Argentina","",""
"Riesling d'Or 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5072OR0101","467258","Frankrike","",""
"Monin triple sec 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M14-FL","466888","Frankrike","3052910055332","Syrups"
"Jever 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","150603","243477","Tyskland","","Lager"
"Piratens Besk 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","34128","232470","Sverige","07311180341283","Kryddad sprit"
"Sake 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","10401","240614","Japan","00072881719991","Sake"
"Cameleon Malbec 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","658101","467183","Argentina","",""
"Noble One  37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","371102","237867","Australien","",""
"Cachaca 51 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","7017701","232801","Brasilien","07896002100441","Rom"
"Cream of Coconut Coco Lopez 425g","11,02 kg","11,02 kg/Kartong","11,02 kg/Kartong","Torrt","24","8-59CL","238717","Dominikanska republiken","071845098309","Drinkmix"
"Cartron Crème de Framboise 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","7067102","232744","Frankrike","03247422210670","Likör"
"Cartron Crème de Cassis 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","67502","232769","Frankrike","03247421110674","Likör"
"Barmix Lemon Sour 4L","4,00 kg","4,00 l/Styck","4,00 l/Styck","Torrt","12","8-45","192088","Sverige","076381231234","Drinkmix"
"Cartron Crème de Mure 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8046102","232751","Frankrike","03247422710675","Likör"
"Monin choklad 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M33","209643","Frankrike","03052910007645","Syrups"
"Monin gurka 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M95-FL","177998","Frankrike","3052910041137","Syrups"
"Monin melon 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M20-FL","221572","Frankrike","03052910055233","Syrups"
"Monin jordgubb 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M31","174854","Frankrike","03052910056261","Syrups"
"Cocktailbär röda 400g","0,40 kg","0,40 kg/Styck","0,40 kg/Styck","Torrt","6","8-81","177071","Sverige","5010392000033","Övrigt"
"Maraschino cherries 400g/627g","0,40 kg","0,62 kg/Styck","0,62 kg/Styck","Torrt","12","8-90","184739","Italien","08000353007901","Övrigt"
"Sambuca Vaccari  50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","11230103","253302","Italien","08716000966438","Likör"
"Barmix Lime Sweet Sour Margarita 1L","1,00 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","8-41L","253120","Sverige","00076381235614","Drinkmix"
"Bols Gold Strike 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","11770001","253310","Nederländerna","08716000957054","Likör"
"Tullamore Dew 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","52401","253351","Irland","05011026108033","Blended Whiskey/Whisky"
"Freixenet Cordon Negro 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","773804","252338","Spanien","8410036109448","Cava"
"Barracuda Silver Rum 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1015424","252452","Sverige","6412700165707","Rom"
"Bäska Droppar 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1013397","251876","Sverige","5710778001332","Kryddad sprit"
"Absolut Peppar 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1002020","251850","Sverige","07312040006175","Smaksatt sprit"
"Freixenet Cordon Negro Brut 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5461FR3101","252288","Spanien","8410036109059","Cava"
"Lapponia Lakka Hjortron 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050194","251926","Finland","06420614681657","Likör"
"Bols Crème de Bananes 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710252","251611","Nederländerna","08716000964991","Likör"
"Gammel Dansk 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","76101","251694","Danmark","07048352057733","Bitter"
"Bols Crème de Menthe grön 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710276","251652","Luxemburg","08716000965400","Likör"
"Bols Advocaat 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710250","251595","Nederländerna","08716000962607","Likör"
"St Remy Authentic VSOP 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","37401","251660","Frankrike","03161420001972","Brandy"
"Monin pepparkaka 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M77","250779","Frankrike","3052910018917","Syrups"
"Beefeater Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1007361","247825","Storbritannien","05000329002193","Gin"
"Laphroaig Single Malt 10 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10990050","247866","Storbritannien","05010019640260","Single malt, Islay"
"Bols Apricot Brandy 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","10710234","251603","Luxemburg","08716000965233","Likör"
"Jägermeister 60x2cl","1,20 kg","X 0,02 l","X 0,02 l","VSÖ","120","7010409","247817","Tyskland","04067700601087","Likör"
"Noilly Prat 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","9031260","259952","Frankrike","03023010003561","Vermouth"
"Ballantine's Finest Whisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1007363","247858","Storbritannien","05010106113127","Blended Scotch"
"Blossa Vinglögg BIB 2L","2,00 kg","X 2 l","X 2 l","VSÖ","6","1015478","243725","Sverige","5710778002179","Glögg"
"Bishop's Finger 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","176101","259911","Storbritannien","05012686006509","Ale"
"Bowmore Islay 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11380002","259986","Storbritannien","05010496080818","Single malt, Islay"
"Amaretto Disaronno 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","712","259861","Italien","08001110016372","Likör"
"Moet & Chandon Brut Imperial 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","9012634","258848","Frankrike","",""
"Monin macaron 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M150-FL","258244","Frankrike","3052910041328","Syrups"
"Sauza Silver Tequila 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11150100","247833","Mexico","07501005611107","Tequila"
"Grönstedts Extra 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1022334","254532","Frankrike","6412703010530","Cognac"
"Moet & Chandon Brut Imperial 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9012641","255323","Frankrike","3185370000335",""
"Margaritasalt hatt 177g","0,23 kg","0,17 kg/Styck","0,17 kg/Styck","Torrt","12","8-68","254797","Sverige","00076381235621","Övrigt"
"Grönstedts XO 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1022333","254581","Frankrike","6412703010523","Cognac"
"Grönstedts VO 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1022332","254565","Frankrike","6412703010516","Cognac"
"Östgöta Sädesbrännvin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1013392","255463","Sverige","5710778001288","Kryddad sprit"
"Absolut Vodka 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","120","1002026","254011","Sverige","7312040017058","Okryddad sprit"
"De Luze VS 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","16401","254516","Frankrike","3258367012113",""
"Dalwhinnie 15 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000193","253948","Storbritannien","05000281005423","Single malt, Speyside"
"Cragganmore 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9038865","253922","Storbritannien","05000281005430","Single malt, Speyside"
"Talisker 10 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9024516","253914","Storbritannien","05000281005416","Single malt, Isle of Skye"
"Oban Single Malt 14 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000178","253930","Storbritannien","05000281005447","Single malt, Highlands"
"Johnnie Walker Black Label 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450061","253880","Storbritannien","05000267024202","Blended Scotch"
"Chivas Regal 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1007346","253898","Storbritannien","00080432402931","Blended Scotch"
"Lagavulin Single Malt 16 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000163","253906","Storbritannien","05000281005409","Single malt, Islay"
"Vintry's Royal Cream Sherry 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1012721","271775","Sverige","7312048291016","Sherry"
"Havana Club 3 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1007289","271700","Kuba","08501110080231","Rom"
"Freixenet Cordon Negro 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","773806","271809","Spanien","08410036009991","Cava"
"Havana Club 7 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1016630","271734","Kuba","08501110080439","Rom"
"Le Royer Calvados 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8778601","267082","Frankrike","3760146990371",""
"Absolut Raspberry 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1005649","270173","Sverige","07312040040704","Smaksatt sprit"
"Veuve Clicquot Sec 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9003497","271825","Frankrike","3049610001103",""
"Seagram's VO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","9000187","266056","Canada","7312040507016","Blended Whiskey/Whisky"
"Famous Grouse 4,5L","4,50 kg","X 4,5 l","X 4,5 l","VSÖ","1","10070422","266999","Storbritannien","05010314450007","Blended Scotch"
"Moet & Chandon Brut Imperial 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","9044735","266866","Frankrike","",""
"Sandemans Invalid Port 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007310","266155","Portugal","05601083001462","Portvin"
"Moet & Chandon Brut Imperial Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","9045444","266874","Frankrike","3185370000038",""
"Monin tiramisu 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M48","265108","Frankrike","3052910041311","Syrups"
"The Glenlivet 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1007352","266122","Storbritannien","7312040435012","Single malt, Speyside"
"Monin lime cordial 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M42-FL","260976","Frankrike","","Syrups"
"Larios Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11530001","261495","Spanien","08410045100726","Gin"
"Moselland Classic Riesling Spätlese 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007321","260968","Tyskland","04006975004599",""
"Glen Grant Single Malt 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","56601","266106","Storbritannien","7312040566013","Single malt, Speyside"
"Fizz Powder 700g","0,70 kg","0,70 kg/Burk","0,70 kg/Burk","Torrt","1","51111","283168","Spanien","8414933034223","Övrigt"
"Glenmorangie 10 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3460035","263814","Storbritannien","5010494560282","Single malt, Highlands"
"Willowglen Shiraz Cab Sau Piccolo 18,7cl","4,49 kg","X 0,187 l","X 0,187 l","VSÖ","24","020011604","281907","Australien","03552652154817",""
"Bacardi 8 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3440031","281352","Bahamas","05010677105767","Rom"
"Xanté Original Poire au Cognac 12x3cl","0,36 kg","X 0,03 l","X 0,03 l","VSÖ","96","1018907","282616","Danmark","6412703120055","Likör"
"Mount Gay Rum Eclipse 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8012801","281980","Barbados","09501007100508","Rom"
"Willowglen Semillon Chard Piccolo 18,7cl","4,49 kg","X 0,187 l","X 0,187 l","VSÖ","24","02001504","281915","Australien","03552652054919",""
"Artic Vodka Strawberry 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","64201","281188","Italien","8003760009407","Likör"
"Amaro Ramazotti 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1007284","279588","Italien","08006550301040","Bitter"
"Ricard 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1007334","279596","Frankrike","03163937011000","Bitter"
"Paddy Old Irish Whisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","53601","279562","Irland","05011007005009","Blended Whiskey/Whisky"
"Canadian Club 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10750110","279679","Canada","00080686816072","Blended Whiskey/Whisky"
"Courvoisier VS 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10820100","279489","Frankrike","03049197110076","Cognac"
"Sauza Gold Tequila 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","11150111","276691","Mexico","07501005612104","Tequila"
"Zonnebloem Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","202001","277921","Sydafrika","",""
"Martell Cordon Bleu 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1016815","274944","Frankrike","03219820000382","Cognac"
"Monin sockerlag 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M44","275461","Frankrike","03052910056308","Syrups"
"Courvoisier VSOP 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10820110","279471","Frankrike","03049197210196","Cognac"
"Amarula Cream 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1001533","274100","Sydafrika","06001495062577","Likör"
"Faustino I Gran Reserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1002240","272989","Spanien","28410441512950",""
"Campo Viejo Crianza 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007296","276725","Spanien","08410302021061",""
"Marsala Vecchioflorio 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","840301","273318","Italien","08004730000028","Marsala"
"Famous Grouse 12x5cl","0,60 kg","X 0,05 l","X 0,05 l","VSÖ","120","10070362","273649","Storbritannien","50998845","Blended Scotch"
"Marqués de Arienzo Reserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","271001","272955","Spanien","48410526000819",""
"Domaine du Vieux Lazaret  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1007276","260935","Frankrike","",""
"Taittinger Brut Reserve Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","3","8732706","295063","Frankrike","",""
"Whyte & Mackay 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8969901","295238","Storbritannien","","Blended Scotch"
"Stewarts Whisky  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","48301","295220","Storbritannien","05010196062602","Blended Scotch"
"Allegrini Valpolicella Superior DOC 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","601001","295517","Italien","",""
"White Walker By Johnnie Walker 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","3450099","294777","Storbritannien","5000267173092","Blended Scotch"
"Taittinger Brut Reserve 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","742202","295055","Frankrike","",""
"Château Nerthe Chateauneuf-du-Pape 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","46885","292763","Frankrike","",""
"Highland Park 18 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10200077","293159","Storbritannien","05010314005108","Single malt, Orkney"
"Taittinger Brut Reserve 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","990026001","294405","Frankrike","03016570001030",""
"Grant's Family Reserve 4,5L","4,50 kg","X 4,5 l","X 4,5 l","VSÖ","2","8002908G","288985","Storbritannien","05010327000510","Blended Scotch"
"Monin amaretto 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M67-FL","287706","Frankrike","","Syrups"
"Jeanmaire Brut 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","1000291","289074","Frankrike","03286020030020",""
"Ron Arehucas Reserva 18 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","4","3490007","288777","Spanien","08410382000840","Rom"
"KWV Chardonnay  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","6424","287326","Sydafrika","06002323414278",""
"KWV Roodeberg Red 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","6301","287425","Sydafrika","6002323400271",""
"Gato Negro Cabernet Sauvign piccolo 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","1000081","287458","Chile","17804300120532",""
"Bollinger Special Cuvée Brut 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","6801","287300","Frankrike","03052853075909",""
"Monin apelsin 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M6-FL","287698","Frankrike","","Syrups"
"Gato Negro Sauvignon Blanc piccolo 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","1000082","287508","Chile","17804300120549",""
"Balvenie Doublewood 12 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1047701","287375","Storbritannien","05010327525105","Single malt, Speyside"
"Licor 43 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8024401","286401","Spanien","08410221110150","Likör"
"Long John Blended Whisky 70cl","8,40 kg","X 0,7 l","X 0,7 l","VSÖ","12","1007366","285841","Storbritannien","05010019601728","Blended Scotch"
"Wardy Clos Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","35310315","616458","Libanon","",""
"Veuve Clicquot Brut 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9003442","285312","Frankrike","03049610004104",""
"Wardy Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","35330015","615823","Libanon","",""
"Gran Baron Cava Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","30410100","615807","Spanien","08413216014136","Cava"
"Langmeil Hangín Snakes 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","35430613","614693","Australien","10667800200756",""
"Monin äppelpaj 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M64-FL","260588","Frankrike","3052910041304","Syrups"
"Monin kolasås 50cl","0,50 kg","0,50 l/Styck","0,50 l/Styck","Torrt","6","M102","260570","Frankrike","3052910044206","Syrups"
"Viu Manent Sauvignon Blanc Reserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7341901","614578","Chile","27804314945067",""
"Org de Rac Shiraz Cab Sauvig Merlot 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","207301","613497","Sydafrika","",""
"Gustav Adolf Chmitt Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1050122","614487","Tyskland","04006975176296",""
"Four Roses Small Batch 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050116","614438","USA","05000299284865","Amerikansk Whiskey"
"Langmeil Eden Valley Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","35410216","614784","Australien","10667800600020",""
"Wardy Rosé du Printemps 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","35320515","616334","Libanon","",""
"Puré äpple Funkin 1kg","1,00 kg","1,00 kg/Styck","1,00 kg/Styck","Torrt","1","F7","612937","","5060065301011","Drinkmix"
"Puré hallon Funkin 1kg","1,00 kg","1,00 kg/Styck","1,00 kg/Styck","Torrt","1","F14","612929","","5060065301127","Drinkmix"
"Puré jordgubb Funkin 1kg","1,00 kg","1,00 kg/Styck","1,00 kg/Styck","Torrt","1","F15","612911","","5060065301134","Drinkmix"
"Tesseron Lot 53 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","61710329","612192","Frankrike","03577620530707","Cognac"
"Langmeil Freedom Shiraz 1843 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","35430114","614834","Australien","10667800070755",""
"Tesseron Lot 29 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","61710229","612028","Frankrike","03577620290700","Cognac"
"Kilbeggan Whisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","12060009","296145","Irland","05099357003609","Blended Whiskey/Whisky"
"KWV Pinotage 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","26662","296269","Sydafrika","6002323400578",""
"Jacob's Creek Shiraz Cabernet 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","1007239","296087","Australien","19300727445015",""
"Jägermeister 24x4cl","0,96 kg","X 0,04 l","X 0,04 l","VSÖ","96","7010406","296079","Tyskland","4067700241047","Likör"
"Monin irish cream 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M53-FL","155440","Frankrike","03052910010218","Syrups"
"Bombay Sapphire Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000013","253369","Storbritannien","05010677714006","Gin"
"Bushmills Malt 10 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","49901","295899","Irland","5011007006143","Single malt, övrigt"
"Barmix Lime Cordial Pelam 1L","1,00 kg","1,00 l/Styck","1,00 l/Styck","Torrt","12","11-17","168567","Sverige","05010516990004","Drinkmix"
"Cointreau 6x5cl","0,30 kg","X 0,05 l","X 0,05 l","VSÖ","120","7067704","295782","Frankrike","3035549018367","Likör"
"Monin mintchoklad 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M34-FL","155424","Frankrike","03052910006914","Syrups"
"Monin karamell 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M46","155275","Frankrike","","Syrups"
"Äggviteskum 23,7cl","0,24 kg","0,23 l/Styck","0,23 l/Styck","Torrt","12","8-57","142687","Sverige","07350072941217","Övrigt"
"Ileach Single Malt 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","1","51501","466086","Storbritannien","05024720700007","Single malt, Islay"
"Monin orgeat mandel 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M2","155457","Frankrike","","Syrups"
"Oppigårds Winter Ale 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","465542","465542","Sverige","7350016990233","Lager"
"Monin Toffee Nut 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M87","222471","Frankrike","3052910041007","Syrups"
"The Bitter Truth Golden Falernum 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","725","631424","Tyskland","04260167660806","Bitter"
"The Bitter Truth Violette 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","707","631143","Tyskland","04260167660073","Bitter"
"Stiegl Goldbräu engångsglas 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","209003","628289","Österrike","","Lager"
"Ca' di Pian Barbera d'Asti Magnum 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","9225006","627547","Italien","8022252239054",""
"Chave Crozes Hermitage 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080525301","624619","Frankrike","",""
"Marco Fabio Moscatel Dulce 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1026381","624221","Spanien","08411767177508",""
"Marolo Grappa di Pigato 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","61410300","622746","Italien","08019005100167","Grappa"
"Menabrea Birra 66cl","9,90 kg","X 0,66 l","X 0,66 l","VSÖ","15","8978201","624015","Italien","","Lager"
"Monin blodapelsin 70cl","0,70 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M92-FL","621805","Frankrike","03052910041076","Syrups"
"Baja Päron 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","67301/12","628180","USA","7335000780014","Likör"
"Marolo Grappa Barolo 20 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","61410720","619569","Italien","08019005100556","Grappa"
"Marolo Grappa Barolo 9 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","61410709","619080","Italien","08019005100419","Grappa"
